800	725.30511
800.85229	730.67218
801.70453	733.9397
802.55682	732.54083
803.40912	730.13708
804.26135	731.38916
805.11365	733.0188
805.96588	726.61401
806.81818	717.50763
807.67047	720.09009
808.52271	725.22803
809.375	730.91125
810.22729	736.98425
811.07953	740.98798
811.93182	745.89435
812.78412	747.49976
813.63635	744.46222
814.48865	741.16394
815.34088	733.21722
816.19318	726.36261
817.04547	729.72522
817.89771	733.1756
818.75	734.7403
819.60229	735.67554
820.45453	743.21051
821.30682	753.03271
822.15912	748.79956
823.01135	736.16858
823.86365	735.89136
824.71588	747.12109
825.56818	748.35608
826.42047	738.9967
827.27271	735.6814
828.125	741.06451
828.97729	746.95465
829.82953	757.78546
830.68182	766.67914
831.53412	751.586
832.38635	734.96283
833.23865	737.92157
834.09088	743.77612
834.94318	744.78339
835.79547	745.48602
836.64771	740.97302
837.5	730.89215
838.35229	729.42859
839.20453	740.91016
840.05682	750.79053
840.90912	747.27472
841.76135	739.28436
842.61365	736.94061
843.46588	736.22107
844.31818	737.32593
845.17047	738.11627
846.02271	746.03937
846.875	752.83997
847.72729	743.60834
848.57953	733.52313
849.43182	728.32172
850.28412	725.74133
851.13635	730.86041
851.98865	740.72186
852.84088	749.17383
853.69318	748.93903
854.54547	743.87756
855.39771	740.59576
856.25	738.70306
857.10229	736.59015
857.95453	734.74646
858.80682	732.78998
859.65912	730.44165
860.51135	735.25128
861.36365	742.76715
862.21588	747.45087
863.06818	749.56494
863.92047	749.14075
864.77271	747.72998
865.625	751.72736
866.47729	761.8324
867.32953	761.65887
868.18182	745.20038
869.03412	738.45538
869.88635	753.9715
870.73865	764.15558
871.59088	746.95911
872.44318	731.74597
873.29547	745.17157
874.14771	760.00195
875	756.17511
875.85229	750.52942
876.70453	749.04675
877.55682	751.4093
878.40912	753.67255
879.26135	751.31915
880.11365	748.91943
880.96588	749.15485
881.81818	749.49817
882.67047	750.43848
883.52271	754.63153
884.375	762.87213
885.22729	767.65808
886.07953	760.86322
886.93182	754.84772
887.78412	760.54126
888.63635	766.90125
889.48865	768.28925
890.34088	767.58594
891.19318	764.38702
892.04547	763.68756
892.89771	771.31079
893.75	777.43854
894.60229	771.15436
895.45453	761.4892
896.30682	757.84137
897.15912	757.13611
898.01135	760.05096
898.86365	775.62543
899.71588	786.56848
900.56818	770.29321
901.42047	755.67828
902.27271	757.23346
903.125	759.02264
903.97729	752.26123
904.82953	745.65411
905.68182	742.7002
906.53412	740.10419
907.38635	751.28735
908.23865	766.88251
909.09088	769.64398
909.94318	764.21008
910.79547	758.17419
911.64771	751.56189
912.5	750.17206
913.35229	760.33368
914.20453	768.81543
915.05682	770.47052
915.90912	770.33234
916.76135	759.88159
917.61365	750.40839
918.46588	753.04938
919.31818	755.65491
920.17047	754.54388
921.02271	754.54639
921.875	764.09686
922.72729	775.91809
923.57953	779.15979
924.43182	777.26575
925.28412	771.39557
926.13635	761.93488
926.98865	754.57788
927.84088	753.38965
928.69318	754.62103
929.54547	756.74963
930.39771	758.43225
931.25	760.79889
932.10229	762.85028
932.95453	762.50159
933.80682	762.25696
934.65912	768.54871
935.51135	775.41443
936.36365	770.83325
937.21588	765.3786
938.06818	764.02014
938.92047	762.59827
939.77271	769.47418
940.625	778.01697
941.47729	780.5307
942.32953	781.71674
943.18182	776.96167
944.03412	766.99561
944.88635	766.71008
945.73865	779.51074
946.59088	788.3808
947.44318	790.74994
948.29547	792.96887
949.14771	786.95465
950	780.4809
950.85229	782.98358
951.70453	787.01306
952.55682	788.3103
953.40912	786.64307
954.26135	778.62244
955.11365	770.07629
955.96588	773.02588
956.81818	782.04834
957.67047	783.35962
958.52271	779.31995
959.375	784.24585
960.22729	798.73376
961.07953	805.0354
961.93182	795.05865
962.78412	785.401
963.63635	780.88904
964.48865	778.98108
965.34088	789.914
966.19318	799.95636
967.04547	793.41498
967.89771	785.90857
968.75	794.9826
969.60229	806.1637
970.45453	808.92792
971.30682	811.78015
972.15912	799.93707
973.01135	781.61182
973.86365	779.28424
974.71588	785.94598
975.56818	796.47113
976.42047	808.83948
977.27271	814.01367
978.125	812.58362
978.97729	811.58081
979.82953	810.86798
980.68182	807.61908
981.53412	793.56384
982.38635	782.76569
983.23865	798.6178
984.09088	812.3161
984.94318	804.23987
985.79547	795.59863
986.64771	793.44434
987.5	789.39227
988.35229	794.12079
989.20453	804.59772
990.05682	817.35956
990.90912	826.40668
991.76135	820.97797
992.61365	810.0069
993.46588	806.79156
994.31818	811.08063
995.17047	818.6214
996.02271	829.59094
996.875	836.49689
997.72729	836.2583
998.57953	836.5141
999.43182	835.56079
1000.2841	834.57635
1001.1364	835.2926
1001.9886	835.9162
1002.8409	829.84363
1003.6932	823.55493
1004.5455	834.76672
1005.3977	848.37109
1006.25	837.4101
1007.1023	822.61133
1007.9545	822.41486
1008.8068	824.80408
1009.6591	826.07086
1010.5114	828.93488
1011.3636	831.17163
1012.2159	830.45441
1013.0682	835.35431
1013.9205	848.49487
1014.7727	851.40039
1015.625	841.35846
1016.4773	837.36121
1017.3295	841.66583
1018.1818	844.00677
1019.0341	845.68121
1019.8864	846.56812
1020.7386	836.6402
1021.5909	828.88135
1022.4432	842.07581
1023.2955	854.94733
1024.1477	840.39465
1025	823.40155
1025.8523	825.41626
1026.7046	831.396
1027.5568	844.36572
1028.4091	858.72095
1029.2614	854.33807
1030.1136	843.08337
1030.9659	843.90125
1031.8182	847.97327
1032.6704	851.84021
1033.5227	864.5365
1034.375	875.72253
1035.2273	878.59619
1036.0796	874.20233
1036.9318	853.35193
1037.7841	844.62781
1038.6364	870.73358
1039.4886	887.76068
1040.3409	874.09497
1041.1932	863.73505
1042.0454	868.64728
1042.8977	874.08606
1043.75	880.69379
1044.6023	886.08124
1045.4546	878.28357
1046.3068	873.24036
1047.1591	873.30762
1048.0114	872.10797
1048.8636	873.80347
1049.7159	876.68329
1050.5682	879.22815
1051.4204	882.58887
1052.2727	889.33942
1053.125	895.10168
1053.9773	893.98627
1054.8296	890.86493
1055.6818	887.83881
1056.5341	881.59442
1057.3864	878.08112
1058.2386	881.44397
1059.0909	881.45618
1059.9432	873.28717
1060.7954	867.52393
1061.6477	876.17535
1062.5	884.80182
1063.3523	891.95654
1064.2046	898.48987
1065.0568	889.14447
1065.9091	877.78186
1066.7614	892.20001
1067.6136	910.47363
1068.4659	907.52142
1069.3182	899.10425
1070.1704	901.96588
1071.0227	908.21948
1071.875	906.31323
1072.7273	903.90741
1073.5796	900.05292
1074.4318	894.75909
1075.2841	898.26825
1076.1364	907.8949
1076.9886	908.92456
1077.8409	898.81427
1078.6932	900.23279
1079.5454	921.17975
1080.3977	932.0686
1081.25	926.28888
1082.1023	925.06042
1082.9546	928.67328
1083.8068	932.75342
1084.6591	944.55811
1085.5114	954.80646
1086.3636	950.36194
1087.2159	945.20178
1088.0682	938.83771
1088.9204	932.34229
1089.7727	934.49603
1090.625	938.35297
1091.4773	942.96216
